job_title,job_detail_url,job_listed,company_name,company_link,company_location
Junior - Inteligencia Artificial - Madrid,https://es.linkedin.com/jobs/view/junior-inteligencia-artificial-madrid-at-deloitte-4141146093?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=pnu9D%2FSP8JaUqKbxEsUCLg%3D%3D&position=1&pageNum=0,5 days ago,Deloitte,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-bbva-technology-en-europa-4139654186?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=9ghK9FoQ8JSdjNKo%2BJn3kA%3D%3D&position=2&pageNum=0,1 week ago,BBVA Technology en Europa,https://es.linkedin.com/company/bbva-technology-en-europa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-axa-4141619527?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=6bHHTUCkKnFZfAt%2BZXigxg%3D%3D&position=3&pageNum=0,4 days ago,AXA,https://fr.linkedin.com/company/axa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Científico de datos,https://es.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-at-mutua-madrile%C3%B1a-4119556427?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=NPbR8eX0hhyrN2Wq2p9Opw%3D%3D&position=4&pageNum=0,4 weeks ago,Mutua Madrileña,https://es.linkedin.com/company/mutua-madrilena?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Analista de datos,https://es.linkedin.com/jobs/view/analista-de-datos-at-shakers-4129619544?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=5KbMV%2FU%2FDYrMOCaCW%2FqbfA%3D%3D&position=5&pageNum=0,2 weeks ago,Shakers,https://es.linkedin.com/company/shakersworks?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Machine Learning & AI Engineer,https://es.linkedin.com/jobs/view/machine-learning-ai-engineer-at-axa-4141624097?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=VMydjC%2BckJZRLAe8gtJ60w%3D%3D&position=6&pageNum=0,4 days ago,AXA,https://fr.linkedin.com/company/axa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Programa Talento Joven Data Analytics,https://es.linkedin.com/jobs/view/programa-talento-joven-data-analytics-at-qualentum-4091842843?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=vmF9XsmI35HsjpA7Q3TBkw%3D%3D&position=7&pageNum=0,4 days ago,Qualentum,https://es.linkedin.com/company/qualentum?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pozuelo de Alarcón, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-mca-espa%C3%B1a-4137549653?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=e7THsbRl6fKUwXojjLNlTQ%3D%3D&position=8&pageNum=0,1 week ago,MCA España,https://es.linkedin.com/company/mca-engineering-spain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Machine Learning Engineer,https://es.linkedin.com/jobs/view/machine-learning-engineer-at-fever-4106463702?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=hhQigjo0CehyAitoovZwUw%3D%3D&position=9&pageNum=0,2 months ago,Fever,https://www.linkedin.com/company/fever-up?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Junior Data Scientist,https://es.linkedin.com/jobs/view/junior-data-scientist-at-ladorian-in-store-retail-media-4143252153?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=ypiUmXkzEhbEnyEBCt9zCg%3D%3D&position=10&pageNum=0,2 days ago,Ladorian,https://es.linkedin.com/company/ladorian?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-innova-tsn-4142393609?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=%2FAZ0qDdDo%2B7e7shPwRPoSA%3D%3D&position=11&pageNum=0,3 days ago,Innova-tsn,https://es.linkedin.com/company/innovatsn?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-cabify-4068278433?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=X1qWt8lVsGqCWYKQb5q%2Fpg%3D%3D&position=12&pageNum=0,3 months ago,Cabify,https://es.linkedin.com/company/cabify?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-segurcaixa-adeslas-4121116151?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=MJC1XnjwEpPZIs0QTvC6Lw%3D%3D&position=13&pageNum=0,1 day ago,SegurCaixa Adeslas,https://es.linkedin.com/company/segurcaixa-adeslas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-lognext-4121362560?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=G4wmFr%2F5%2F7jydvvzXd48MA%3D%3D&position=14&pageNum=0,3 weeks ago,Lognext,https://es.linkedin.com/company/lognext?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist (Remote),https://es.linkedin.com/jobs/view/data-scientist-remote-at-wayops-3598182366?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=jV8jXMFUetPLlwde%2FBlKQA%3D%3D&position=15&pageNum=0,1 year ago,WayOps,https://es.linkedin.com/company/wayops?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Artificial Intelligence Research Internship,https://es.linkedin.com/jobs/view/artificial-intelligence-research-internship-at-spotlab-4143339583?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=jOrIlKMj%2B%2BiFW9pCGf5xVQ%3D%3D&position=16&pageNum=0,4 weeks ago,Spotlab,https://es.linkedin.com/company/spotlabinternational?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist Junior- EY wavespace Data & AI hub,https://es.linkedin.com/jobs/view/data-scientist-junior-ey-wavespace-data-ai-hub-at-ey-4135292439?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=yY24cP1wWyFxUoVE8Hxl6g%3D%3D&position=17&pageNum=0,1 week ago,EY,https://uk.linkedin.com/company/ernstandyoung?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-idealista-4132065750?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=7nXKuDZeRUBnyGoW7w7oRA%3D%3D&position=18&pageNum=0,2 weeks ago,idealista,https://es.linkedin.com/company/idealista-com?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Junior - Quant Riesgos Banca Madrid,https://es.linkedin.com/jobs/view/junior-quant-riesgos-banca-madrid-at-deloitte-4061898251?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=vd1npc7ujPrDUzAstXsnMw%3D%3D&position=19&pageNum=0,3 weeks ago,Deloitte,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Junior Data Scientist (Temporal),https://es.linkedin.com/jobs/view/junior-data-scientist-temporal-at-boslan-ingenieria-y-consultoria-4143418724?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=Bd97SpVVQAFyMH3L62QeLA%3D%3D&position=20&pageNum=0,4 days ago,BOSLAN Ingeniería y Consultoría,https://es.linkedin.com/company/boslan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist - Spain,https://es.linkedin.com/jobs/view/data-scientist-spain-at-allot-4130412457?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=HR7t5IUX7XyXZI8a6Z9hYA%3D%3D&position=21&pageNum=0,2 weeks ago,Allot,https://il.linkedin.com/company/allot-communications?trk=public_jobs_jserp-result_job-search-card-subtitle,"Las Rozas de Madrid, Community of Madrid, Spain"
Data Scientist Consultant (hibrido),https://es.linkedin.com/jobs/view/data-scientist-consultant-hibrido-at-minsait-4135229863?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=deKhcDOshQBp5pM8UYeT%2Fg%3D%3D&position=22&pageNum=0,1 week ago,Minsait,https://es.linkedin.com/company/minsait?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
DATA SCIENTIST - BUSINESS ANALYTICS,https://es.linkedin.com/jobs/view/data-scientist-business-analytics-at-ntt-data-europe-latam-4136129173?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=N1KETR1k%2Ff6T1AJtpIK87w%3D%3D&position=23&pageNum=0,1 week ago,NTT DATA Europe & Latam,https://es.linkedin.com/company/ntt-data-europe-latam?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist / Ingeniero IA,https://es.linkedin.com/jobs/view/data-scientist-ingeniero-ia-at-yeeply-4143443930?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=0MNPnNrptC5RHM9H%2BuK5UQ%3D%3D&position=24&pageNum=0,4 days ago,Yeeply,https://es.linkedin.com/company/yeeply?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Marketing Data Scientist - Advanced Analytics,https://es.linkedin.com/jobs/view/marketing-data-scientist-advanced-analytics-at-deloitte-4132522565?refId=6WikrDfMCLs3C1YAYn%2F7tA%3D%3D&trackingId=ji9d5MNwx3svdf7Q5aI5OA%3D%3D&position=25&pageNum=0,2 weeks ago,Deloitte,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Senior Data Scientist,https://es.linkedin.com/jobs/view/senior-data-scientist-at-fever-4094412705?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=BkyBuqRuRIehobz8r3K07g%3D%3D&position=1&pageNum=1,2 months ago,Fever,https://www.linkedin.com/company/fever-up?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Senior Data Scientist,https://es.linkedin.com/jobs/view/senior-data-scientist-at-idoven-4110138042?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=FN7jXy2wxlIkHoXH6Ctf%2FA%3D%3D&position=2&pageNum=1,2 months ago,Idoven,https://es.linkedin.com/company/idoven?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-hays-4118611352?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=YZa2QBkBAWs%2FUQ8eU5WFWw%3D%3D&position=3&pageNum=1,4 days ago,Hays,https://uk.linkedin.com/company/hays?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pozuelo de Alarcón, Community of Madrid, Spain"
Artificial Intelligence Research Scientist,https://es.linkedin.com/jobs/view/artificial-intelligence-research-scientist-at-spotlab-3601896480?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=6gwkkQhGxUdOxxgJQjd8Sg%3D%3D&position=4&pageNum=1,1 year ago,Spotlab,https://es.linkedin.com/company/spotlabinternational?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-agap2-espa%C3%B1a-4138243891?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=F3PCEGfienJACR5vbowKVw%3D%3D&position=5&pageNum=1,1 week ago,agap2 Spain,https://es.linkedin.com/company/agap2-espana?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alcobendas, Community of Madrid, Spain"
Data Scientist - Madrid,https://es.linkedin.com/jobs/view/data-scientist-madrid-at-ayuda-en-acci%C3%B3n-4087118588?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=qkct61j7lsgYHtt0pbPs7g%3D%3D&position=6&pageNum=1,2 months ago,Fundación Ayuda en Acción,https://es.linkedin.com/company/fundaci-n-ayuda-en-acci-n?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
"Data Scientist – Bilbao, Madrid",https://es.linkedin.com/jobs/view/data-scientist-%E2%80%93-bilbao-madrid-at-teknei-4068510327?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=1aYctxmUXzbiK%2Fi%2Bk6G2uA%3D%3D&position=7&pageNum=1,3 months ago,Teknei,https://es.linkedin.com/company/teknei-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-gds-link-llc-4143966301?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=vnkn8Io5fFTNue3vGt0DHw%3D%3D&position=8&pageNum=1,3 days ago,GDS Link,https://www.linkedin.com/company/gdslink?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Business Data Analyst,https://es.linkedin.com/jobs/view/business-data-analyst-at-repsol-4092886715?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=5inKXw4o2DPWw1XjJhfHsw%3D%3D&position=9&pageNum=1,3 days ago,Repsol,https://es.linkedin.com/company/repsol?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-mymoid-4123361688?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=pJM24wqx2w2lYr7tZyrm6A%3D%3D&position=10&pageNum=1,3 weeks ago,MYMOID,https://es.linkedin.com/company/mymoid?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Artificial Intelligence Engineer,https://es.linkedin.com/jobs/view/artificial-intelligence-engineer-at-indra-4136799617?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=SydeWXkJDxeR6lVaKFYkGQ%3D%3D&position=11&pageNum=1,1 week ago,Indra,https://es.linkedin.com/company/indra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alcobendas, Community of Madrid, Spain"
Investigador Predoctoral En Inteligencia Artificial Aplicada A Reconocimiento Emocional En Realidad,https://es.linkedin.com/jobs/view/investigador-predoctoral-en-inteligencia-artificial-aplicada-a-reconocimiento-emocional-en-realidad-at-lableni-4135411309?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=Mu6h2bEx66RDwdU%2FMDragA%3D%3D&position=12&pageNum=1,2 weeks ago,LabLENI,https://es.linkedin.com/company/lab-leni?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Doctor En Inteligencia Artificial,https://es.linkedin.com/jobs/view/doctor-en-inteligencia-artificial-at-bemycar-4146948397?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=TUH9I3YPvALyJbaeyHpFeQ%3D%3D&position=13&pageNum=1,1 day ago,Bemycar,https://es.linkedin.com/company/bemycar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist / MLops,https://es.linkedin.com/jobs/view/data-scientist-mlops-at-ad4-oct%C3%B3gono-4122658606?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=LbvJJPcbBV8g2gUUYFk8nw%3D%3D&position=14&pageNum=1,3 weeks ago,AD4 Octógono,https://es.linkedin.com/company/ad4-octogono?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Head of AI (Artificial intelligence),https://es.linkedin.com/jobs/view/head-of-ai-artificial-intelligence-at-lognext-4141609614?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=fAKgqbaKWJ8GthxNmlLq1Q%3D%3D&position=15&pageNum=1,4 days ago,Lognext,https://es.linkedin.com/company/lognext?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Machine Learning Engineer,https://es.linkedin.com/jobs/view/machine-learning-engineer-at-deimos-4137259780?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=s16GDKMNSFBHbk9zbcRwlg%3D%3D&position=16&pageNum=1,1 week ago,Deimos,https://es.linkedin.com/company/deimos-space-company?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tres Cantos, Community of Madrid, Spain"
Artificial Intelligence Engineer,https://es.linkedin.com/jobs/view/artificial-intelligence-engineer-at-srg-network-4137895800?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=PbFNxs5zJYD6WW%2BMes%2BLSg%3D%3D&position=17&pageNum=1,1 week ago,SRG Network,https://gi.linkedin.com/company/srgnetwork?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Internship Business Intelligence,https://es.linkedin.com/jobs/view/internship-business-intelligence-at-johnson-johnson-4144165471?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=B6xXiRQ%2Bice0rwHeImH0vg%3D%3D&position=18&pageNum=1,1 day ago,Johnson & Johnson,https://www.linkedin.com/company/johnson-&-johnson?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Clinical Data Scientist,https://es.linkedin.com/jobs/view/clinical-data-scientist-at-psi-cro-ag-4122408989?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=uJ1dl9C%2FmS4GN56FQmT%2FkA%3D%3D&position=19&pageNum=1,4 days ago,PSI CRO AG,https://ch.linkedin.com/company/psi-cro-ag?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Analytics – Internship,https://es.linkedin.com/jobs/view/data-analytics-%E2%80%93-internship-at-hewlett-packard-enterprise-4137557086?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=gE5ltgM88Nx%2Bm8E2l9jF%2BA%3D%3D&position=20&pageNum=1,1 week ago,Hewlett Packard Enterprise,https://www.linkedin.com/company/hewlett-packard-enterprise?trk=public_jobs_jserp-result_job-search-card-subtitle,"Las Rozas de Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-gds-modellica-4143256097?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=%2F1vTNfswNu80qSDdjfBizA%3D%3D&position=21&pageNum=1,2 days ago,GDS Modellica,https://es.linkedin.com/company/gds-modellica?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Junior Quantitative User Researcher,https://es.linkedin.com/jobs/view/junior-quantitative-user-researcher-at-cabify-4130160895?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=U7mZ%2BYKqq%2F1uwMQ2Otx9Ew%3D%3D&position=22&pageNum=1,2 weeks ago,Cabify,https://es.linkedin.com/company/cabify?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist GenAI (LLMs),https://es.linkedin.com/jobs/view/data-scientist-genai-llms-at-bbva-4136132010?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=hmXD1usxTPa7Rawp5Lri8Q%3D%3D&position=23&pageNum=1,1 week ago,BBVA,https://es.linkedin.com/company/bbva?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Science Consultant – Analytics Banking,https://es.linkedin.com/jobs/view/data-science-consultant-%E2%80%93-analytics-banking-at-ntt-data-europe-latam-4088231622?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=KTHdcP4YFbqjrCTCoHqfnQ%3D%3D&position=24&pageNum=1,1 week ago,NTT DATA Europe & Latam,https://es.linkedin.com/company/ntt-data-europe-latam?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Head of Artificial Intelligence,https://es.linkedin.com/jobs/view/head-of-artificial-intelligence-at-indra-4136140576?refId=aJzt4HPzYzphXQhGYbdomQ%3D%3D&trackingId=3GMzYgzMR3Pz3pU2eNjCvQ%3D%3D&position=25&pageNum=1,1 week ago,Indra,https://es.linkedin.com/company/indra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alcobendas, Community of Madrid, Spain"
Consultor/a Financial Analytics,https://es.linkedin.com/jobs/view/consultor-a-financial-analytics-at-kpmg-espa%C3%B1a-4036390585?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=PA1kKsrpoFrpIE6Dh2nuRg%3D%3D&position=1&pageNum=2,1 month ago,KPMG España,https://es.linkedin.com/company/kpmg-espana?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Junior Data Engineer,https://es.linkedin.com/jobs/view/junior-data-engineer-at-fever-4132280944?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=8otfX2zkVVfSN2cyJxyz3g%3D%3D&position=2&pageNum=2,1 month ago,Fever,https://www.linkedin.com/company/fever-up?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
DATA SCIENTIST,https://es.linkedin.com/jobs/view/data-scientist-at-plenitude-espa%C3%B1a-4133523039?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=EHQooAo12IXAJy84MjmAdA%3D%3D&position=3&pageNum=2,2 weeks ago,Plenitude España,https://es.linkedin.com/company/plenitude-es?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Junior - Fraud Prevention and Financial Crime,https://es.linkedin.com/jobs/view/junior-fraud-prevention-and-financial-crime-at-deloitte-4095568841?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=zR0RsfRaM34k3Tzj9VwITA%3D%3D&position=4&pageNum=2,1 month ago,Deloitte,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
BECA DATA SCIENCE,https://es.linkedin.com/jobs/view/beca-data-science-at-tendam-4044014370?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=Fnqf%2B2GSVC4K2PtiqckxMw%3D%3D&position=5&pageNum=2,4 months ago,TENDAM,https://es.linkedin.com/company/tendam?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Artificial Intelligence Engineer,https://es.linkedin.com/jobs/view/artificial-intelligence-engineer-at-suntory-global-spirits-4127261076?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=lzL8MPZQu7KouU5bcQ24vA%3D%3D&position=6&pageNum=2,3 weeks ago,Suntory Global Spirits,https://www.linkedin.com/company/suntoryglobalspirits?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-logicalis-spain-4130602748?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=9IRQ96T85acspxk8mMoReA%3D%3D&position=7&pageNum=2,2 weeks ago,Logicalis Spain,https://es.linkedin.com/company/logicalis-spain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist GenAI (LLMs),https://es.linkedin.com/jobs/view/data-scientist-genai-llms-at-bbva-4143652000?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=bQwcEy0RgYZLany4Mu718A%3D%3D&position=8&pageNum=2,4 days ago,BBVA,https://es.linkedin.com/company/bbva?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Senior Data Scientist - Pricing Optimisation,https://es.linkedin.com/jobs/view/senior-data-scientist-pricing-optimisation-at-fever-4094439259?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=DjU47U2m0MlOAUjRsr3aEw%3D%3D&position=9&pageNum=2,1 month ago,Fever,https://www.linkedin.com/company/fever-up?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Ingeniero de Inteligencia Artificial,https://es.linkedin.com/jobs/view/ingeniero-de-inteligencia-artificial-at-ibm-4141187534?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=mu%2BC0ZK%2BwMH1jJ%2FAFAlrGQ%3D%3D&position=10&pageNum=2,1 week ago,IBM,https://www.linkedin.com/company/ibm?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Ingenieros/as de datos,https://es.linkedin.com/jobs/view/ingenieros-as-de-datos-at-%C3%A1lamoconsulting-4119559786?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=XfIeZb8QrO%2Bl%2BRUqhLHfWw%3D%3D&position=11&pageNum=2,4 weeks ago,ÁlamoConsulting,https://es.linkedin.com/company/-lamoconsulting?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tres Cantos, Community of Madrid, Spain"
Ingeniero de Datos Junior (Modalidad Híbrida) 21.000 – 24.000K,https://es.linkedin.com/jobs/view/ingeniero-de-datos-junior-modalidad-h%C3%ADbrida-21-000-%E2%80%93-24-000k-at-touron-4081439989?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=ivIONracogZFDma70cHfHQ%3D%3D&position=12&pageNum=2,2 months ago,Touron,https://es.linkedin.com/company/touronnautica?trk=public_jobs_jserp-result_job-search-card-subtitle,"Torrejón de Ardoz, Community of Madrid, Spain"
Senior Data Scientist - MKT Optimisation,https://es.linkedin.com/jobs/view/senior-data-scientist-mkt-optimisation-at-fever-4094442084?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=4aNxkWaAXTnR0pwAu%2FIWnQ%3D%3D&position=13&pageNum=2,1 month ago,Fever,https://www.linkedin.com/company/fever-up?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
Data Scientist,https://es.linkedin.com/jobs/view/data-scientist-at-publicis-groupe-espa%C3%B1a-4097061971?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=MOTHbd9ydEhnr%2Fx8wJPdiw%3D%3D&position=14&pageNum=2,1 day ago,Publicis Groupe España,https://es.linkedin.com/company/publicisgroupespain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
GESTOR/A DATA SCIENTIST MODELOS IA BCN/MADRID,https://es.linkedin.com/jobs/view/gestor-a-data-scientist-modelos-ia-bcn-madrid-at-caixabank-4140605084?refId=%2BKAk5VpZyFkVEIA7iobbtg%3D%3D&trackingId=pCjyNQCMBsnGEErsi7buYg%3D%3D&position=15&pageNum=2,6 days ago,CaixaBank,https://es.linkedin.com/company/caixabank?trk=public_jobs_jserp-result_job-search-card-subtitle,"Navarredonda, Community of Madrid, Spain"
