,job_title,job_detail_url,job_listed,company_name,company_link,company_location
0,"Software Engineer, Sustaining Engineering",https://es.linkedin.com/jobs/view/software-engineer-sustaining-engineering-at-canonical-4147515073?refId=iogc%2B4XiXLpYrKPr7Us7Lw%3D%3D&trackingId=WHatCbte%2FeV1q9H4TiwMRw%3D%3D&position=8&pageNum=32,1 hour ago,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sevilla La Nueva, Community of Madrid, Spain"
1,"Software Engineer, Sustaining Engineering",https://es.linkedin.com/jobs/view/software-engineer-sustaining-engineering-at-canonical-4147514352?refId=iogc%2B4XiXLpYrKPr7Us7Lw%3D%3D&trackingId=HuJlyEdMjMS6l9GX6OnwhA%3D%3D&position=9&pageNum=32,1 hour ago,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
2,Qlik Sense Specialist,https://es.linkedin.com/jobs/view/qlik-sense-specialist-at-empresa-confidencial-4145387750?refId=k9%2FkRnfSBzcobArEZmRAig%3D%3D&trackingId=dhk94I1%2FRIkPVCflE8ihPA%3D%3D&position=2&pageNum=35,4 hours ago,Empresa Confidencial,https://br.linkedin.com/company/empresa-confidencial?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
3,Senior Data Analyst,https://es.linkedin.com/jobs/view/senior-data-analyst-at-turner-townsend-3945447879?refId=lLfUMnXEaEcpWjyocCqvfg%3D%3D&trackingId=Rj3DvIZcSsdM8RphCndS0A%3D%3D&position=9&pageNum=10,9 hours ago,Turner & Townsend,https://uk.linkedin.com/company/turner-&-townsend?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
4,Data Strategyst,https://es.linkedin.com/jobs/view/data-strategyst-at-craft-worldwide-4127724532?refId=1gxsBjCoxyvxl5YEGDjwHQ%3D%3D&trackingId=gfVKlA6nRLWYxV2WiHqcIw%3D%3D&position=14&pageNum=12,9 hours ago,Craft Worldwide,https://www.linkedin.com/company/craftworldwide?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
5,Software Engineer (Pricing & Underwriting),https://es.linkedin.com/jobs/view/software-engineer-pricing-underwriting-at-prima-4077411227?refId=LtGvNDRbIiqTwa1XzDQk5w%3D%3D&trackingId=EAmL4Pv4HeWHoKRZD7dbfg%3D%3D&position=22&pageNum=21,9 hours ago,Prima,https://it.linkedin.com/company/prima-assicurazioni?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
6,Auditor/a Interno/a IA/Big Data,https://es.linkedin.com/jobs/view/auditor-a-interno-a-ia-big-data-at-sacyr-4119575123?refId=%2Fq8IkmAC8FsOi3L4LWt3mA%3D%3D&trackingId=dR%2FTPWT1l4KI7WFoNZRSqw%3D%3D&position=3&pageNum=26,9 hours ago,SACYR,https://es.linkedin.com/company/sacyr?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
7,Lead Data Engineer (m/f/d),https://es.linkedin.com/jobs/view/lead-data-engineer-m-f-d-at-thoughtworks-4057245303?refId=0lQEwrH3pQrcnHMZEPdE6Q%3D%3D&trackingId=0XK0Yg3k5aeoQjG%2Bc6FVgg%3D%3D&position=2&pageNum=3,10 hours ago,Thoughtworks,https://www.linkedin.com/company/thoughtworks?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
8,Data Visualization Engineer,https://es.linkedin.com/jobs/view/data-visualization-engineer-at-inetum-4124347388?refId=qiJ6q4%2BjkVAGpjN7lVYm9g%3D%3D&trackingId=ILzyqkAjIDdQV8EbuBhtlA%3D%3D&position=17&pageNum=6,10 hours ago,Inetum,https://fr.linkedin.com/company/inetum?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
9,Data Project Analyst,https://es.linkedin.com/jobs/view/data-project-analyst-at-repsol-4092569724?refId=XzILX%2FJyntX%2BslwEYSdfAA%3D%3D&trackingId=qbO75HBaWxZD9rEM59Vj4w%3D%3D&position=2&pageNum=8,10 hours ago,Repsol,https://es.linkedin.com/company/repsol?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
10,Senior Data Engineer,https://es.linkedin.com/jobs/view/senior-data-engineer-at-edelman-4102601689?refId=WE0nbdRCjRzYQ%2BMa7Jlfcw%3D%3D&trackingId=TSAr0QTD4%2FY%2BMsitBRlUFw%3D%3D&position=23&pageNum=13,10 hours ago,Edelman,https://www.linkedin.com/company/edelman?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
11,Full Stack Software Engineer,https://es.linkedin.com/jobs/view/full-stack-software-engineer-at-deloitte-4117178288?refId=5iMqGO1%2FHzfh4hS6zDhIBw%3D%3D&trackingId=7B6Exr9bNE6dCtVstvuDyQ%3D%3D&position=13&pageNum=17,10 hours ago,Deloitte,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
12,Senior Software Engineer,https://es.linkedin.com/jobs/view/senior-software-engineer-at-tomtom-4062695247?refId=FdMdL4No5nsuHtAaKxXehg%3D%3D&trackingId=7ZHyi7F1lcPrx%2F%2FPYpv%2BPw%3D%3D&position=12&pageNum=18,10 hours ago,TomTom,https://nl.linkedin.com/company/tomtom?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
13,.NET Software Engineer,https://es.linkedin.com/jobs/view/net-software-engineer-at-gmv-4016059248?refId=RVoI%2BWwn15hCaFEnz4TWeA%3D%3D&trackingId=hSiqkcgqy3d1Fu2FMrRnNg%3D%3D&position=24&pageNum=20,10 hours ago,GMV,https://es.linkedin.com/company/gmv?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
14,Senior Web Software Engineer,https://es.linkedin.com/jobs/view/senior-web-software-engineer-at-picsart-4106845011?refId=xndk4q%2FZdLhddgb2PRN9DQ%3D%3D&trackingId=EohlNRV5ZzfMQr%2BmInjQ3A%3D%3D&position=14&pageNum=25,10 hours ago,Picsart,https://www.linkedin.com/company/picsart?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
15,Frontend REACT Software Engineer,https://es.linkedin.com/jobs/view/frontend-react-software-engineer-at-gmv-3838395848?refId=4T3q6%2BDUDS%2Fwfb0hIc%2BkJw%3D%3D&trackingId=8sGSb6ru1QCSCPfxuulisw%3D%3D&position=11&pageNum=30,10 hours ago,GMV,https://es.linkedin.com/company/gmv?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tres Cantos, Community of Madrid, Spain"
16,Senior Software Engineer,https://es.linkedin.com/jobs/view/senior-software-engineer-at-datadog-3681926666?refId=pvzzDZKJw%2BBNu7o7uLGHhw%3D%3D&trackingId=ADEKp04qcjQm9%2B5y3WJbQQ%3D%3D&position=8&pageNum=31,10 hours ago,Datadog,https://www.linkedin.com/company/datadog?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
17,Senior Software Engineer - Alerting,https://es.linkedin.com/jobs/view/senior-software-engineer-alerting-at-datadog-3681926669?refId=GB%2Fwwj7Zi4x1VtaSwZK9nQ%3D%3D&trackingId=y9ZMtDmVDCkGHEMaxumFIg%3D%3D&position=22&pageNum=33,10 hours ago,Datadog,https://www.linkedin.com/company/datadog?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
18,Senior Software Engineer (API),https://es.linkedin.com/jobs/view/senior-software-engineer-api-at-ebury-4124723446?refId=jYUCayDj5AktnYUNOxZvEQ%3D%3D&trackingId=C3cjLfWPAPNmwGivFrEFPw%3D%3D&position=23&pageNum=34,10 hours ago,Ebury,https://uk.linkedin.com/company/eburyfintech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
19,Network Implementation Engineer,https://es.linkedin.com/jobs/view/network-implementation-engineer-at-google-4125533594?refId=FnhfE%2BUO6DlfX1s9TYmIuw%3D%3D&trackingId=cs%2BKzzoFXQdtYfA4ha5CVg%3D%3D&position=9&pageNum=36,10 hours ago,Google,https://www.linkedin.com/company/google?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
20,Senior Software Engineer - FoundationDB,https://es.linkedin.com/jobs/view/senior-software-engineer-foundationdb-at-datadog-3964924348?refId=xPrcwAXkZO4mu5jDn0JJDg%3D%3D&trackingId=haB9lp3fOCCgxSSQnLc4pA%3D%3D&position=6&pageNum=39,10 hours ago,Datadog,https://www.linkedin.com/company/datadog?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
21,Analista de Datos - Espacio de Datos,https://es.linkedin.com/jobs/view/analista-de-datos-espacio-de-datos-at-aie-sociedad-de-artistas-4144139404?refId=kEewYSP0sda%2BAS9qJ05byw%3D%3D&trackingId=%2F80N1KwCo1LHbleHODbH%2Bw%3D%3D&position=23&pageNum=15,12 hours ago,AIE Sociedad de Artistas,https://es.linkedin.com/company/aieartistas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
22,Analista de Datos,https://es.linkedin.com/jobs/view/analista-de-datos-at-hays-4145333316?refId=qiJ6q4%2BjkVAGpjN7lVYm9g%3D%3D&trackingId=%2BRejSY%2BRgI7w%2FfB71rv8ZA%3D%3D&position=16&pageNum=6,13 hours ago,Hays,https://uk.linkedin.com/company/hays?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
23,Analista de Datos,https://es.linkedin.com/jobs/view/analista-de-datos-at-hays-4145333316?refId=jj4UbOc%2FecseE2pKr2PGiw%3D%3D&trackingId=nymO3naxTm8rY0qjqQ%2F%2BWg%3D%3D&position=8&pageNum=11,13 hours ago,Hays,https://uk.linkedin.com/company/hays?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
24,Software aftermarket failure analysis engineer,https://es.linkedin.com/jobs/view/software-aftermarket-failure-analysis-engineer-at-thundersoft-4145315993?refId=xPrcwAXkZO4mu5jDn0JJDg%3D%3D&trackingId=0LiRN735bUEAVsbDZ9m%2B6w%3D%3D&position=23&pageNum=39,13 hours ago,ThunderSoft,https://cn.linkedin.com/company/thundersoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
25,"Data Analyst, Finance",https://es.linkedin.com/jobs/view/data-analyst-finance-at-straumann-group-4145309521?refId=XzILX%2FJyntX%2BslwEYSdfAA%3D%3D&trackingId=y%2FuSaRhA4Pwncth4UtxLLw%3D%3D&position=21&pageNum=8,16 hours ago,Straumann Group,https://ch.linkedin.com/company/straumann-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
26,HPC Software Engineer,https://es.linkedin.com/jobs/view/hpc-software-engineer-at-canonical-4146411943?refId=6iugOUKVCcIlzIMTSgbc4A%3D%3D&trackingId=CjBo87t8K18i%2FJyMtDQoCA%3D%3D&position=12&pageNum=23,19 hours ago,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sevilla La Nueva, Community of Madrid, Spain"
27,HPC Software Engineer,https://es.linkedin.com/jobs/view/hpc-software-engineer-at-canonical-4146415446?refId=6iugOUKVCcIlzIMTSgbc4A%3D%3D&trackingId=VLQpmmCMJbdbHqPHqSsXPA%3D%3D&position=13&pageNum=23,19 hours ago,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
28,Data Analyst - Brands Ads (They/She/He),https://es.linkedin.com/jobs/view/data-analyst-brands-ads-they-she-he-at-glovo-4145953291?refId=5iMqGO1%2FHzfh4hS6zDhIBw%3D%3D&trackingId=LPgVLD08vfhVZpQt4V3rYg%3D%3D&position=1&pageNum=17,21 hours ago,Glovo,https://es.linkedin.com/company/glovo-app?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
29,Software Engineer for Ground Support Equipment,https://es.linkedin.com/jobs/view/software-engineer-for-ground-support-equipment-at-airbus-4145947386?refId=iogc%2B4XiXLpYrKPr7Us7Lw%3D%3D&trackingId=VFXk27nIwQWKe2j0JSz%2BwA%3D%3D&position=3&pageNum=32,21 hours ago,Airbus,https://fr.linkedin.com/company/airbusgroup?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
30,Quality Data Analytics & Models Analyst,https://es.linkedin.com/jobs/view/quality-data-analytics-models-analyst-at-santander-4146182695?refId=6iugOUKVCcIlzIMTSgbc4A%3D%3D&trackingId=jgSIXSUwx%2F7gAuweO4zfDg%3D%3D&position=5&pageNum=23,22 hours ago,Santander,https://es.linkedin.com/company/banco-santander?trk=public_jobs_jserp-result_job-search-card-subtitle,"Boadilla del Monte, Community of Madrid, Spain"
31,Data Engineer,https://es.linkedin.com/jobs/view/data-engineer-at-bipi-car-subscription-4147209356?refId=gl%2Bd7kBz9WLFJeX%2Bk722Sg%3D%3D&trackingId=tfCRIsKbEDXSEQlvR2SP4A%3D%3D&position=20&pageNum=1,23 hours ago,Bipi - Car Subscription,https://es.linkedin.com/company/bipicar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
32,Senior Data Engineer,https://es.linkedin.com/jobs/view/senior-data-engineer-at-swiss-re-4146994120?refId=jj4UbOc%2FecseE2pKr2PGiw%3D%3D&trackingId=FNP2WCYoomve%2BJFW6B2egQ%3D%3D&position=24&pageNum=11,23 hours ago,Swiss Re,https://ch.linkedin.com/company/swiss-re?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
33,Product Analyst (Data team),https://es.linkedin.com/jobs/view/product-analyst-data-team-at-planner-5d-4146119105?refId=jlTvqtUYEFUTXMPpb2kHVA%3D%3D&trackingId=wH64OwRq6buD9WOGPgAiOg%3D%3D&position=24&pageNum=19,23 hours ago,Planner 5D,https://lt.linkedin.com/company/planner-5d?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
34,Sr Data Scientist,https://es.linkedin.com/jobs/view/sr-data-scientist-at-sas-4146112699?refId=GB%2Fwwj7Zi4x1VtaSwZK9nQ%3D%3D&trackingId=7qdMypugVBXcw0NM6p0I4w%3D%3D&position=21&pageNum=33,23 hours ago,SAS,https://www.linkedin.com/company/sas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
35,Junior Data Engineer,https://es.linkedin.com/jobs/view/junior-data-engineer-at-grupo-gamboa-autom%C3%B3viles-4144114296?refId=5lUV4%2FNAtY0kytHF7H9LFw%3D%3D&trackingId=aKqaFbCOI77nEBHfjfBQxQ%3D%3D&position=13&pageNum=0,1 day ago,Grupo Gamboa Automóviles,https://es.linkedin.com/company/grupo-gamboa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
36,Data Engineer,https://es.linkedin.com/jobs/view/data-engineer-at-m%C3%A1tica-partners-4146946685?refId=JOY6haVz%2BavdFBx3hGjq%2BQ%3D%3D&trackingId=LE9t4RHD810Wk9h5zMyNAw%3D%3D&position=4&pageNum=2,1 day ago,Mática Partners,https://es.linkedin.com/company/maticapartners?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
37,Data Analyst,https://es.linkedin.com/jobs/view/data-analyst-at-grupo-ns-4145916553?refId=JOY6haVz%2BavdFBx3hGjq%2BQ%3D%3D&trackingId=UVbDpDXl%2F%2FBs0QaznfFkXA%3D%3D&position=8&pageNum=2,1 day ago,GRUPO NS,https://es.linkedin.com/company/grupo-ns?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
38,Data Engineer | SAS & Power BI,https://es.linkedin.com/jobs/view/data-engineer-sas-power-bi-at-innova-tsn-4141497371?refId=JOY6haVz%2BavdFBx3hGjq%2BQ%3D%3D&trackingId=kxFsa8Z4B%2FSg6qpoM4yzwA%3D%3D&position=19&pageNum=2,1 day ago,Innova-tsn,https://es.linkedin.com/company/innovatsn?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
39,Data Visualization Developer,https://es.linkedin.com/jobs/view/data-visualization-developer-at-grupo-ns-4145911973?refId=0lQEwrH3pQrcnHMZEPdE6Q%3D%3D&trackingId=X5Nxz8dR2GdVhfAvsCSdww%3D%3D&position=10&pageNum=3,1 day ago,GRUPO NS,https://es.linkedin.com/company/grupo-ns?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
40,Data Analyst SQL,https://es.linkedin.com/jobs/view/data-analyst-sql-at-cognodata-4144132521?refId=0lQEwrH3pQrcnHMZEPdE6Q%3D%3D&trackingId=bf07SPoFaa8PfSwHIkcqbA%3D%3D&position=15&pageNum=3,1 day ago,Cognodata,https://es.linkedin.com/company/cognodata?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
41,"Data Engineer Python, Scala, Spark (100% remoto desde España)",https://es.linkedin.com/jobs/view/data-engineer-python-scala-spark-100%25-remoto-desde-espa%C3%B1a-at-ust-4144136931?refId=0lQEwrH3pQrcnHMZEPdE6Q%3D%3D&trackingId=T90U4FdHx6n3ikHuDXqM2g%3D%3D&position=22&pageNum=3,1 day ago,UST,https://www.linkedin.com/company/ustglobal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
42,DATA DEVELOPER,https://es.linkedin.com/jobs/view/data-developer-at-laboratorios-normon-4145913143?refId=0lQEwrH3pQrcnHMZEPdE6Q%3D%3D&trackingId=rz2xk4aXAP1%2BD%2FK%2BYS125w%3D%3D&position=23&pageNum=3,1 day ago,Laboratorios Normon,https://es.linkedin.com/company/laboratorios-normon?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tres Cantos, Community of Madrid, Spain"
43,Cloud Data Engineer (GCP),https://es.linkedin.com/jobs/view/cloud-data-engineer-gcp-at-primeit-espa%C3%B1a-4145740924?refId=syd0D2KoXmexQAiehNkiZA%3D%3D&trackingId=O90aKe1qv5Jxu9D25Slinw%3D%3D&position=8&pageNum=4,1 day ago,PrimeIT España,https://es.linkedin.com/company/primeit-espa%C3%B1a?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
44,Junior Data Analyst,https://es.linkedin.com/jobs/view/junior-data-analyst-at-capitole-4142361631?refId=syd0D2KoXmexQAiehNkiZA%3D%3D&trackingId=Kluff6F7CZjvubwq97d5Sw%3D%3D&position=12&pageNum=4,1 day ago,Capitole,https://es.linkedin.com/company/capitole-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
45,Data Engineer (AI/NLP),https://es.linkedin.com/jobs/view/data-engineer-ai-nlp-at-awin-global-4104362119?refId=syd0D2KoXmexQAiehNkiZA%3D%3D&trackingId=64s%2Fwgc4QcHjtWs1laTRtA%3D%3D&position=13&pageNum=4,1 day ago,Awin Global,https://de.linkedin.com/company/awin-global?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
46,Growth - Data & Visualization Analyst,https://es.linkedin.com/jobs/view/growth-data-visualization-analyst-at-fever-4145772578?refId=syd0D2KoXmexQAiehNkiZA%3D%3D&trackingId=nj0qNuYxjLWhrMbQDKkyjw%3D%3D&position=20&pageNum=4,1 day ago,Fever,https://www.linkedin.com/company/fever-up?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
47,Analista de Visualización de Datos Junior,https://es.linkedin.com/jobs/view/analista-de-visualizaci%C3%B3n-de-datos-junior-at-randstad-espa%C3%B1a-4125920759?refId=syd0D2KoXmexQAiehNkiZA%3D%3D&trackingId=eW3CbEeGX39DO6fHVLGvgw%3D%3D&position=25&pageNum=4,1 day ago,Randstad España,https://es.linkedin.com/company/randstad-espana?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
48,Junior AI Software Engineer,https://es.linkedin.com/jobs/view/junior-ai-software-engineer-at-sii-group-spain-4145772019?refId=NfI1oXKEWAziniZHawNbcA%3D%3D&trackingId=gs5c7HhgVJbwHKUZVOtyDw%3D%3D&position=7&pageNum=5,1 day ago,SII Group Spain,https://es.linkedin.com/company/siigroup-spain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
49,Data Analyst | Teletrabajo (2 días de presencialidad a la semana),https://es.linkedin.com/jobs/view/data-analyst-teletrabajo-2-d%C3%ADas-de-presencialidad-a-la-semana-at-alten-spain-4117125046?refId=qiJ6q4%2BjkVAGpjN7lVYm9g%3D%3D&trackingId=uyZkk71iZJOv%2F%2FR3%2FPM1pA%3D%3D&position=4&pageNum=6,1 day ago,ALTEN Spain,https://es.linkedin.com/company/alten-spain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
50,Data Analyst Funcional,https://es.linkedin.com/jobs/view/data-analyst-funcional-at-excelia-4145726753?refId=qiJ6q4%2BjkVAGpjN7lVYm9g%3D%3D&trackingId=okdZfxNzNdPdR7OHgy4dSA%3D%3D&position=14&pageNum=6,1 day ago,EXCELIA,https://es.linkedin.com/company/excelia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
51,Data Analyst,https://es.linkedin.com/jobs/view/data-analyst-at-expleo-group-4145961789?refId=qiJ6q4%2BjkVAGpjN7lVYm9g%3D%3D&trackingId=TJhFzG77uTB%2BNFXpoWfm3A%3D%3D&position=25&pageNum=6,1 day ago,Expleo Group,https://fr.linkedin.com/company/expleo-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
52,PL/SQL Database Engineer,https://es.linkedin.com/jobs/view/pl-sql-database-engineer-at-atradius-4004972822?refId=7mJssYg8XhxL6SCi8sFlZQ%3D%3D&trackingId=%2FwU0HLz%2BuD0EyaeCroTYiA%3D%3D&position=2&pageNum=7,1 day ago,Atradius,https://nl.linkedin.com/company/atradius?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
53,Ingeniero de Datos Spark/Scala en Azure Databricks,https://es.linkedin.com/jobs/view/ingeniero-de-datos-spark-scala-en-azure-databricks-at-grupo-tecdata-engineering-4146656476?refId=7mJssYg8XhxL6SCi8sFlZQ%3D%3D&trackingId=XSi5GLnsHl70OHxy4L9Hng%3D%3D&position=4&pageNum=7,1 day ago,Grupo TECDATA Engineering,https://es.linkedin.com/company/grupo-tecdata-engineering?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
54,Data Engineer II - Data Platform,https://es.linkedin.com/jobs/view/data-engineer-ii-data-platform-at-ziff-davis-4145799613?refId=7mJssYg8XhxL6SCi8sFlZQ%3D%3D&trackingId=qL8JytFn7IlCgwTTKMEaRA%3D%3D&position=10&pageNum=7,1 day ago,Ziff Davis,https://www.linkedin.com/company/ziff-davis-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
55,Data Engineer sector eólico - Madrid o Pamplona,https://es.linkedin.com/jobs/view/data-engineer-sector-e%C3%B3lico-madrid-o-pamplona-at-eosol-4144163736?refId=7mJssYg8XhxL6SCi8sFlZQ%3D%3D&trackingId=6ps6%2B0%2F0YklObNxUlDPXKQ%3D%3D&position=14&pageNum=7,1 day ago,EOSOL,https://es.linkedin.com/company/eosol-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
56,Data Engineer - Fintech,https://es.linkedin.com/jobs/view/data-engineer-fintech-at-ebury-4127505577?refId=XzILX%2FJyntX%2BslwEYSdfAA%3D%3D&trackingId=BN5INr3fsUT7uc4AqT614Q%3D%3D&position=8&pageNum=8,1 day ago,Ebury,https://uk.linkedin.com/company/eburyfintech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
57,Data Analyst Specialist (Madrid) - 12212,https://es.linkedin.com/jobs/view/data-analyst-specialist-madrid-12212-at-naturgy-4123383228?refId=XzILX%2FJyntX%2BslwEYSdfAA%3D%3D&trackingId=X90GGUqE1B%2BB0WLIuqXq%2Bg%3D%3D&position=12&pageNum=8,1 day ago,Naturgy,https://es.linkedin.com/company/naturgy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
58,BI / Data Visualization,https://es.linkedin.com/jobs/view/bi-data-visualization-at-grupo-digital-4144168052?refId=zQtuxswf5sFpuL%2FkUwXZIw%3D%3D&trackingId=x%2BDpjZlCe79Q3jP84NLUgw%3D%3D&position=6&pageNum=9,1 day ago,Grupo Digital,https://es.linkedin.com/company/grupo-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
59,BI / Data Visualization,https://es.linkedin.com/jobs/view/bi-data-visualization-at-grupo-digital-4144168052?refId=lLfUMnXEaEcpWjyocCqvfg%3D%3D&trackingId=TWbm3nX%2BPc1nihZYvLmOJQ%3D%3D&position=14&pageNum=10,1 day ago,Grupo Digital,https://es.linkedin.com/company/grupo-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
60,Data Analyst,https://es.linkedin.com/jobs/view/data-analyst-at-expleo-group-4145961789?refId=lLfUMnXEaEcpWjyocCqvfg%3D%3D&trackingId=OYPVazLZU7b9qDI5yiO3zA%3D%3D&position=25&pageNum=10,1 day ago,Expleo Group,https://fr.linkedin.com/company/expleo-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
61,Senior Analytics Engineer,https://es.linkedin.com/jobs/view/senior-analytics-engineer-at-ctaima-4145954604?refId=1gxsBjCoxyvxl5YEGDjwHQ%3D%3D&trackingId=59V7j7Fx7ew9S6%2B9G6hcXg%3D%3D&position=19&pageNum=12,1 day ago,CTAIMA,https://es.linkedin.com/company/ctaima-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
62,Software Engineer - Front End Developer (m/f/x),https://es.linkedin.com/jobs/view/software-engineer-front-end-developer-m-f-x-at-deutsche-bank-3991542137?refId=WE0nbdRCjRzYQ%2BMa7Jlfcw%3D%3D&trackingId=al1T0%2BEgBerCuNk6GeVOEQ%3D%3D&position=22&pageNum=13,1 day ago,Deutsche Bank,https://de.linkedin.com/company/deutsche-bank?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
63,Data & Analytics Specialist,https://es.linkedin.com/jobs/view/data-analytics-specialist-at-metlife-espa%C3%B1a-4143720000?refId=kEewYSP0sda%2BAS9qJ05byw%3D%3D&trackingId=GOAqP9E5ZuEQv8EKyX1WZA%3D%3D&position=12&pageNum=15,1 day ago,MetLife España,https://es.linkedin.com/company/metlife-espana?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
64,Data Operations Engineer Specialist,https://es.linkedin.com/jobs/view/data-operations-engineer-specialist-at-clarity-ai-4145946412?refId=kEewYSP0sda%2BAS9qJ05byw%3D%3D&trackingId=3y%2BgG7IgMsap9BN0kh4mlA%3D%3D&position=19&pageNum=15,1 day ago,Clarity AI,https://www.linkedin.com/company/clarity-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madrid, Community of Madrid, Spain"
